sid;transport_mode;Y_pred
592608;1;0
592608;5;1
607957;5;0
594638;7;0
580427;7;0
591722;10;0
603371;7;0
603371;4;0
611919;4;0
602356;4;0
594580;7;0
611919;3;0
599990;7;0
589826;3;0
587018;7;0
599990;3;0
572489;4;0
589726;3;0
591105;1;0
590430;7;0
590430;6;0
601363;3;0
608319;7;0
602950;7;0
601082;1;0
576551;3;0
576551;4;0
578404;5;0
578404;3;0
610382;6;0
601081;6;0
597066;7;0
598492;4;0
596724;1;0
601082;4;0
602950;1;0
572496;4;0
607067;4;0
576335;4;0
580239;6;0
572496;3;0
577760;7;0
604503;3;0
609524;3;0
603372;4;0
602809;3;0
601901;7;0
579922;3;0
609356;7;0
580237;6;0
580480;4;0
581968;9;1
603372;3;0
595865;1;0
576920;10;0
603017;5;1
603677;2;0
600209;1;0
598410;4;0
600209;6;0
595866;1;0
607221;5;1
577133;3;0
577788;1;0
577133;2;1
603677;10;0
574117;3;0
574116;3;0
579962;11;0
604731;7;1
592490;3;0
592490;7;0
587694;4;0
593395;4;0
600398;2;1
600398;10;0
600398;4;0
609772;2;1
610322;3;0
609772;3;0
580246;3;0
613315;4;0
576151;4;0
587467;2;0
596241;3;0
610486;9;0
589478;6;0
587467;1;0
607914;2;1
608023;7;0
608023;11;0
602394;1;0
598481;1;0
613252;2;1
580985;3;0
598759;6;0
576148;4;0
598759;9;1
580985;1;0
587475;6;0
587475;4;0
592020;4;0
591135;3;0
583317;6;0
591135;10;0
575196;3;0
579816;1;0
579700;2;0
585992;6;0
601183;2;1
601183;2;1
599449;3;0
599449;10;0
606261;10;0
604511;10;0
606261;3;0
592775;10;0
578000;3;0
606260;3;0
592775;3;0
590730;3;0
596080;10;0
596080;7;0
596080;4;0
594534;2;1
609818;10;0
600352;4;0
604366;2;1
596091;10;0
596091;1;0
581967;3;0
610050;4;0
593677;5;0
579065;7;0
579067;9;0
585322;4;0
572083;2;1
575708;10;1
603071;6;0
578507;3;0
600925;2;1
612248;1;0
612248;9;0
586583;4;0
614146;1;0
586586;2;0
593755;2;1
603113;1;0
594385;6;0
594385;3;0
586887;2;1
580073;10;0
591188;2;1
589466;1;0
604521;1;1
585239;6;0
572366;5;0
585239;1;0
585239;9;0
603674;4;0
572217;3;0
599506;1;0
599502;4;0
609929;1;1
985615;3;0
988158;1;0
1000913;1;0
1017419;4;0
1017419;9;0
1011691;3;0
1009898;10;0
1003466;1;0
992700;7;0
1016384;1;0
995496;2;1
995496;9;0
1002771;1;0
1007902;10;0
997415;5;0
984786;2;1
1010103;10;0
1011425;3;0
1004841;3;0
1004332;1;1
1009410;4;0
1013606;3;0
1013606;2;1
983489;6;0
1016236;10;0
991180;5;0
1016480;3;0
1002773;4;0
1002768;3;0
997681;2;1
1014951;10;0
1013696;3;0
999752;6;0
994504;4;0
994504;7;0
983862;7;0
983862;5;0
1010937;4;0
1011650;1;0
995648;10;0
988881;3;0
988881;1;0
1017784;6;0
1001489;9;0
1017784;3;0
1001489;3;0
998476;3;0
998476;1;0
997338;3;0
997338;1;0
1011780;7;0
1001149;10;0
985241;9;0
1004769;3;0
1001149;7;0
1009944;10;0
1002229;2;1
990490;3;0
984665;3;0
1002229;6;0
1009653;6;0
1008135;4;0
1016558;7;1
1003467;4;0
991614;1;0
998090;4;0
989867;4;0
994420;4;0
994420;2;1
991614;6;0
988432;3;0
1009011;4;0
988325;3;0
988908;10;0
980877;3;0
988363;3;0
1009895;3;0
1008204;3;0
996180;2;1
1014288;4;0
987497;10;0
1015033;7;1
1000620;1;1
1004313;10;0
1004313;3;0
1004770;3;0
1010235;6;0
1010235;3;0
999507;1;0
1016996;7;0
1004388;10;0
1004388;7;0
1009770;1;0
995601;3;0
987480;4;0
981551;4;0
1008533;3;0
1008537;7;0
1000013;4;0
1008886;2;1
1003879;3;0
988271;3;0
997838;4;0
997838;2;1
1014958;6;0
984120;9;1
985051;3;0
995252;3;0
995252;2;1
993656;10;0
993656;7;0
1002466;4;0
1010754;7;1
995222;6;0
997948;2;1
997948;6;0
992134;5;0
988201;3;0
986218;4;0
999822;3;0
1014413;6;0
1007438;3;0
985183;1;0
985187;5;0
983777;9;0
1015141;3;0
996059;1;1
1000958;4;0
1013218;1;0
1013333;4;0
986319;10;0
988536;5;0
1012769;4;0
1009533;5;0
1012251;4;0
988452;3;0
988452;1;0
998827;1;0
1005844;3;0
990629;4;0
990629;3;0
981673;6;0
985497;4;0
982223;3;0
1011985;4;0
983000;10;0
983000;3;0
1011579;7;0
998541;5;1
987375;6;0
1015673;3;0
1000101;9;0
992041;4;0
1002383;1;0
981392;3;0
1009704;1;0
1009704;9;0
1008798;3;0
1011716;2;1
989096;4;0
980865;4;0
981374;3;0
982281;2;1
980714;2;0
982443;7;0
992961;6;0
980711;2;0
993693;6;0
993693;3;0
985213;7;0
988761;9;0
998633;3;0
1008623;4;0
986645;2;1
1010165;1;0
997893;4;0
980897;4;0
1002811;3;0
1002811;2;1
983177;4;0
983177;1;0
1012728;2;1
1016058;11;0
999627;4;0
980559;3;0
980565;1;0
1001612;6;0
1001612;4;0
1001612;1;0
990153;4;0
990153;2;1
1012824;3;0
980442;1;0
980440;1;0
986800;3;0
989791;10;0
989806;7;0
989806;3;0
989806;4;0
1005385;6;0
1014761;5;1
987724;9;0
981389;6;0
1007101;2;1
981384;3;0
981574;3;0
996840;2;1
996840;3;0
982457;6;0
989494;7;0
1000781;7;0
1000781;4;0
1000781;8;0
1015736;4;0
999278;1;0
980759;1;0
980759;2;0
980759;4;0
997123;3;0
1926739;3;0
1913745;4;0
1903638;7;0
1914825;4;0
1898758;2;1
1911246;2;1
1911246;9;0
1918023;3;0
1900634;9;0
1908661;9;0
1920333;7;1
1928112;1;0
1921472;1;0
1898145;7;0
1898145;4;0
1907213;1;0
1901038;9;0
1908262;1;0
1919134;2;1
1898723;1;0
1928292;3;0
1899509;2;1
1903141;1;0
1913077;4;0
1891798;1;0
1913077;5;0
1913077;6;0
1910715;1;0
1926231;3;0
1915199;4;0
1912023;10;0
1892184;3;0
1892184;4;0
1892980;10;0
1897218;5;0
1913671;4;0
1912546;6;0
1913074;4;0
1895788;3;0
1917365;10;0
1896383;10;0
1922822;4;0
1922822;9;0
1917145;10;0
1928269;7;0
1927679;7;1
1891434;3;0
1928269;3;0
1927679;5;0
1899211;3;0
1898814;1;0
1898814;3;0
1898814;9;0
1902614;3;0
1895382;4;0
1910656;4;0
1927266;10;0
1927266;1;0
1899609;4;0
1904549;1;0
1904549;7;0
1927168;1;0
1927168;2;1
1920161;4;0
1919281;7;1
1912107;5;0
1912107;1;0
1901033;6;0
1901033;3;0
1904531;2;1
1905983;1;0
1905983;2;1
1900452;3;0
1902115;1;1
1913640;2;1
1919578;6;0
1919578;2;1
1913640;4;0
1920028;4;0
1895022;2;1
1898558;10;0
1924575;3;0
1928305;2;1
1923647;4;0
1905575;4;0
1924575;4;0
1924575;1;0
1901334;2;1
1898561;4;0
1903675;2;1
1903675;4;0
1920488;5;0
1926395;3;0
1924043;3;0
1927164;2;0
1927164;3;0
1893096;1;0
1908719;5;1
1906096;4;0
1921508;3;0
1907410;4;0
1896133;6;0
1897262;7;0
1897277;2;1
1897262;3;0
1920135;2;1
1897081;1;0
1897081;2;0
1918630;3;0
1905305;3;0
1892293;4;0
1914093;3;0
1896197;1;0
1896384;7;0
1912704;6;0
1925001;3;0
1899607;3;0
1893051;1;0
1900023;3;0
1893051;9;0
1892143;3;0
1899268;2;1
1893139;10;0
1897713;4;0
1893437;7;0
1891165;6;0
1897080;6;0
1924643;1;0
1892517;1;0
1894659;3;0
1920630;7;1
1904739;4;0
1904739;1;0
1896121;3;0
1897958;3;0
1897957;3;0
1891696;9;0
1891696;4;0
1891696;2;0
1919209;4;0
1911530;9;1
1891758;4;0
1891758;3;0
1896195;1;0
1921316;3;0
1921316;4;0
1909087;5;0
1912913;5;1
1909084;3;0
1898981;3;0
1902060;6;0
1909084;5;0
1913467;2;0
1913467;4;0
1902482;2;1
1902482;4;0
1892578;3;0
1895599;6;0
1916983;4;0
1903626;6;0
1907094;2;1
1895213;4;0
1895217;7;0
1895215;1;0
1898984;3;0
1916676;4;0
1905497;3;0
1927311;3;0
1892520;6;0
1891541;9;0
1919502;3;0
1893688;8;0
1902243;1;0
1896434;1;0
1913469;3;0
1899952;4;0
1897258;7;1
1915802;6;0
1925316;3;0
1925316;7;0
1909738;3;0
1909413;5;0
1892094;3;0
1895384;3;0
1928388;5;1
1927833;2;1
1928401;4;0
1913619;7;0
1908818;6;0
1925795;3;0
1920390;3;0
1901402;6;0
1918818;3;0
1920391;3;0
1909121;1;0
1909122;4;0
1909122;1;0
1928215;8;0
1928215;1;0
1925460;6;0
1900673;3;0
1918967;4;0
1917582;4;0
1899103;10;0
1917582;3;0
1926101;3;0
1918967;9;0
1900674;4;0
1925460;1;0
1902492;7;1
1902441;4;0
1915178;7;0
1909737;4;0
1919784;2;1
1908371;2;1
1918527;5;0
1919917;3;0
1899112;4;0
1911043;4;0
1892193;3;0
1913702;1;0
1900703;3;0
1913702;10;0
1891222;2;1
1912164;10;0
1926042;4;0
1924636;1;0
1924636;6;0
1904310;4;0
1924836;1;0
1924836;3;0
1911046;4;0
1915390;4;0
1915390;2;1
1925716;9;0
1925716;1;0
1925008;7;0
1925008;4;0
1924067;7;0
1899051;2;1
1925143;7;0
1925143;2;1
1899281;4;0
1909526;4;0
1916886;7;1
1926086;7;0
1926086;1;0
1912349;4;0
1897235;10;0
1911048;7;0
1921587;7;0
1911048;4;0
1909347;4;0
1909347;10;0
1921571;4;0
1904937;3;0
1929278;5;0
1904843;2;1
1929278;6;0
1893940;4;0
1907125;3;0
1894842;11;0
1894842;4;0
1891417;4;0
1893461;7;0
1902726;7;0
1912286;3;0
1905139;1;0
1921305;3;0
2394200;11;0
2407523;4;0
2391830;3;0
2425407;4;0
2425407;3;0
2409135;5;0
2409135;3;0
2409135;4;0
2401126;7;0
2401126;10;0
2425298;1;0
2405763;4;0
2387586;3;0
2387586;4;0
2419388;6;0
2419388;1;0
2387586;5;0
2395042;6;0
2403435;10;0
2403435;7;0
2408998;3;0
2408998;4;0
2421588;3;0
2423983;1;0
2421588;2;1
2422446;7;0
2395322;4;0
2387173;4;0
2395322;3;0
2412634;2;1
2411756;5;1
2414616;6;0
2411293;7;0
2425687;7;0
2399003;2;1
2399003;1;0
2400541;10;0
2400541;7;1
2403436;7;0
2424138;4;0
2390598;7;0
2407293;3;0
2420267;3;0
2420269;7;0
2412726;3;0
2408225;1;0
2408225;10;0
2394150;1;0
2394151;2;0
2411116;9;0
2402676;4;0
2412383;5;1
2416171;4;0
2395771;2;1
2426141;2;1
2426140;1;0
2399918;4;0
2414225;3;0
2417304;3;0
2413763;9;0
2413763;3;0
2394337;4;0
2416678;7;0
2394337;3;0
2409937;3;0
2409937;4;0
2409937;1;0
2421833;7;0
2415742;3;0
2416979;3;0
2420262;4;0
2415880;4;0
2411610;3;0
2408232;6;0
2395500;4;0
2405773;6;0
2412318;1;0
2424326;1;0
2421501;1;0
2417162;4;0
2422352;1;0
2425393;10;0
2400727;7;0
2409780;2;1
2423436;2;1
2425101;7;0
2417757;3;0
2425101;3;0
2420022;10;0
2399105;1;0
2408718;4;0
2425805;10;0
2426048;3;0
2417534;2;1
2417534;10;0
2417534;3;0
2408672;1;1
2407341;7;0
2410466;3;0
2419784;2;1
2422359;4;0
2406828;1;1
2402155;3;0
2415984;3;0
2394618;4;0
2414393;4;0
2405966;7;0
2405966;7;0
2405959;3;0
2397030;2;1
2387954;3;0
2426227;3;0
2426227;4;0
2388551;2;1
2405028;10;0
2401959;4;0
2417007;6;0
2401959;2;1
2426047;3;0
2417007;2;1
2426122;3;0
2417836;3;0
2391446;1;0
2423149;3;0
2410721;3;0
2423149;2;1
2412276;1;0
2410721;8;0
2408322;2;1
2398660;9;0
2391219;4;0
2415818;5;0
2426057;2;1
2416443;2;1
2416409;9;0
2389662;7;0
2405944;9;0
2392795;4;0
2405158;9;0
2416060;1;0
2413074;3;0
2411067;2;1
2411067;9;0
2405066;11;0
2402956;10;0
2426064;4;0
2388171;3;0
2410903;3;0
2388140;4;0
2404678;5;1
2426091;10;0
2426091;4;0
2391110;4;0
2404889;3;0
2395003;10;0
2418966;7;0
2418966;6;0
2397080;7;0
2414778;3;0
2398870;10;0
2406197;2;1
2406197;1;0
2390875;9;0
2400559;1;0
2397912;4;0
2397912;7;0
2409879;9;0
2387534;1;0
2419668;7;1
2387534;11;0
2398161;7;0
2393852;4;0
2417867;3;0
2393852;3;0
2399759;4;0
2398630;7;1
2401468;7;0
2418967;1;0
2421411;7;0
2424661;7;1
2396813;2;1
2393769;2;1
2411266;10;0
2411266;7;0
2411266;3;0
2398216;2;0
2414542;3;0
2417437;3;0
2411386;1;0
2424853;5;0
2388288;3;0
2419171;3;0
2415550;4;0
2409092;3;0
2421513;4;0
2397083;3;0
2419839;4;0
2419839;10;0
2396410;2;1
2414248;1;0
2424199;3;0
2422898;5;1
2396300;4;0
2409763;7;0
2388687;3;0
2388687;4;0
2388688;4;0
2388687;7;1
2425853;2;1
2395926;7;0
2388304;2;1
2400841;2;1
2400291;5;0
2402299;2;1
2418991;4;0
2395309;10;0
2394476;1;0
2396302;5;1
2394426;6;0
2424349;6;0
2419898;4;0
2419898;3;0
2404875;2;1
2399073;2;1
2412600;2;1
2420644;4;0
2420644;3;0
2420644;1;0
2394430;3;0
2414561;3;0
2422361;2;0
2396695;4;0
2396695;3;0
2393830;3;0
2416541;3;0
2395384;7;0
2412824;4;0
2416540;2;1
2400354;9;0
2414147;1;0
2420727;6;0
2420727;4;0
2424732;9;0
2393829;6;0
2407089;6;0
2393829;1;0
2392153;4;0
2392153;2;1
2413446;4;0
2419975;2;1
2412113;2;1
2412113;1;0
2397822;3;0
2397822;9;0
2420011;4;0
2409816;5;1
2403836;5;0
2406837;10;0
674443;3;0
700422;1;0
693965;1;0
672985;7;0
681461;7;0
667559;4;0
667559;9;0
695445;3;0
695445;4;0
685631;8;0
685631;3;0
685631;1;0
689155;4;0
700562;3;0
701689;2;1
699993;10;0
672142;6;0
701603;5;0
689960;1;0
671792;2;1
697826;3;0
697826;2;1
674539;4;0
668343;2;1
678346;6;0
698288;2;1
698288;3;0
699094;10;0
701608;4;0
700978;9;0
672143;2;1
680660;4;0
683688;2;1
683688;10;0
683688;3;0
686014;2;1
695649;4;0
700423;1;0
667306;4;0
668133;2;1
684676;2;1
702316;6;0
681467;4;0
702836;10;0
677201;3;0
693286;7;0
692431;10;0
673948;9;0
702472;2;1
700273;4;0
699375;4;0
691507;3;0
704598;4;0
703338;3;0
678102;1;0
678101;1;0
678102;9;0
691913;4;0
678102;6;0
691913;3;0
694918;7;1
682793;4;0
670143;4;0
671219;9;0
694827;4;0
703987;2;1
681340;3;0
681340;2;1
698409;2;1
698409;4;0
705113;7;1
692538;3;0
696776;6;0
696776;3;0
692054;6;0
692053;1;0
684351;2;1
685690;3;0
698630;4;0
698630;1;0
673460;9;0
687302;7;1
687302;3;0
687302;10;0
671257;11;0
671254;7;1
699688;2;1
696428;2;1
697640;2;1
696507;8;0
683620;4;0
673410;3;0
706002;10;0
680290;2;1
686481;6;0
703897;6;0
703897;5;1
698627;6;0
700608;7;0
698627;5;1
703897;1;0
698627;1;0
680781;7;0
678327;1;0
669311;4;0
701674;1;0
674014;3;0
706301;3;0
697367;3;0
701674;6;0
706301;6;0
674268;9;0
682853;2;1
704922;4;0
676783;2;1
687078;5;0
684350;2;1
684350;6;0
687078;7;0
685520;2;1
701244;9;0
675089;1;0
683932;9;0
673754;7;0
673754;4;0
690517;3;0
694232;4;0
690517;5;0
703685;6;0
673143;3;0
673311;4;0
668253;4;0
683800;1;0
683800;4;0
702784;4;0
690544;4;0
705611;5;0
704895;6;0
685907;1;1
691149;5;0
685907;3;0
680779;6;0
680270;4;0
673755;3;0
700712;4;0
681683;1;0
676978;3;0
680907;3;0
696615;2;1
696615;4;0
704215;3;0
704215;2;1
682614;7;0
670088;2;1
692324;4;0
688612;2;1
695816;7;1
704295;7;0
671159;4;0
700710;3;0
703769;10;0
687166;2;1
687166;3;0
705845;5;0
694850;4;0
671264;1;0
673284;3;0
680712;4;0
671264;3;0
691664;3;0
691666;1;0
683557;3;0
690404;5;0
691664;1;0
690399;6;0
691666;3;0
672331;3;0
682995;3;0
683728;4;0
685387;3;0
679598;4;0
683172;4;0
687461;7;0
699596;7;0
699599;3;0
692986;2;1
670132;6;0
671073;3;0
672553;5;0
701997;6;0
701001;7;0
678285;7;0
678284;3;0
668231;1;0
668231;8;0
705153;7;1
701675;1;1
668305;9;0
675876;3;0
700905;6;0
700905;3;0
673277;4;0
670866;4;0
680731;4;0
680688;10;0
678286;2;1
678286;4;0
669503;1;1
697320;3;0
704894;1;1
704894;4;0
673141;3;0
694667;3;0
685742;5;0
682374;7;0
690594;7;0
701947;1;1
675536;6;0
667270;2;1
680413;4;0
680316;3;0
705895;3;0
690829;2;1
704940;1;0
680412;7;0
695022;3;0
702269;3;0
670939;6;0
705219;6;0
693951;3;0
695625;4;0
678855;7;0
690713;7;0
672694;4;0
702642;3;0
701380;4;0
700583;4;0
704791;4;0
704791;3;0
691638;6;0
695880;9;0
694764;3;0
700883;2;1
704307;7;0
686640;10;0
686640;2;1
684321;1;0
698699;4;0
687392;3;0
684384;4;0
684384;1;0
687475;9;0
681370;1;0
686817;3;0
682789;4;0
679697;3;0
698190;3;0
682789;3;0
693072;3;0
682231;6;0
674339;3;0
697781;5;1
697784;3;0
688609;7;0
679654;4;0
696878;2;1
679988;4;0
703815;7;1
701343;3;0
678022;3;0
671402;4;0
671402;11;0
671402;7;1
669735;10;0
693812;1;0
667456;10;0
700413;9;0
700413;6;0
682651;4;0
680723;4;0
679824;2;1
705147;1;0
674061;3;0
672461;4;0
674326;1;0
674326;4;0
678733;3;0
678733;4;0
682476;2;1
667767;4;0
695937;3;0
675232;1;0
674045;4;0
681514;7;0
681514;3;0
669891;9;0
683681;4;0
695242;3;0
695242;2;1
694273;3;0
694273;7;0
689994;1;0
689994;7;0
690886;7;0
3079427;4;0
3079427;3;0
3072198;3;0
3092739;3;0
3074152;4;0
3094129;7;0
3067583;5;1
3070622;7;0
3076132;2;0
3059574;5;0
3068026;4;0
3051569;4;0
3084362;10;0
3053966;2;1
3064413;4;0
3072925;9;0
3076814;3;0
3061101;7;0
3059447;3;0
3090872;6;0
3091152;7;0
3091152;7;0
3068795;10;0
3068795;7;0
3056688;7;0
3064691;4;0
3090345;3;0
3059450;6;0
3072454;6;0
3090624;1;0
3072454;1;0
3090624;3;0
3073627;8;0
3091517;7;0
3077673;2;1
3055079;1;0
3055079;3;0
3091408;2;1
3091408;3;0
3055079;4;0
3063252;3;0
3085232;7;1
3086538;4;0
3076729;3;0
3076729;4;0
3065238;3;0
3085280;1;0
3094220;6;0
3082282;6;0
3055113;10;0
3055116;4;0
3053043;3;0
3091688;7;1
3091688;3;0
3091688;7;1
3077514;3;0
3089084;4;0
3091110;3;0
3088226;3;0
3088226;4;0
3069032;1;0
3074802;5;1
3060263;2;1
3060263;5;0
3084706;3;0
3079749;7;0
3084706;1;0
3084706;7;0
3091595;4;0
3091689;4;0
3091689;2;1
3051742;2;1
3068954;4;0
3058622;4;0
3058622;7;1
3074148;6;0
3074317;4;0
3092965;7;1
3074805;2;1
3074148;4;0
3074805;3;0
3072205;3;0
3070878;9;0
3075960;2;1
3079992;4;0
3084515;10;0
3084513;4;0
3089665;3;0
3089665;4;0
3093689;3;0
3067508;4;0
3059556;3;0
3092590;6;0
3067103;6;0
3059556;6;0
3069761;6;0
3070304;3;0
3074473;6;0
3081486;3;0
3091687;2;1
3072712;1;0
3067195;1;0
3065901;4;0
3083120;4;0
3079795;7;0
3077517;1;1
3070605;4;0
3076881;1;0
3088675;9;0
3090541;2;1
3073780;2;1
3074779;4;0
3065163;7;0
3096425;3;0
3065163;1;0
3094162;4;0
3088608;8;0
3060755;4;0
3077615;3;0
3079628;3;0
3077615;4;0
3068939;7;1
3068939;2;1
3068939;10;0
3073717;7;0
3067871;7;0
3073717;2;1
3076772;4;0
3068023;7;0
3084032;2;1
3068023;3;0
3074296;7;0
3069658;3;0
3078827;1;1
3088989;6;0
3081649;5;1
3094991;3;0
3087402;2;1
3055698;3;0
3069942;3;0
3081649;7;0
3088989;3;0
3084298;9;0
3084297;3;0
3081167;4;0
3074934;3;0
3074934;4;0
3092239;10;0
3060806;4;0
3086821;2;1
3096531;2;1
3068996;7;0
3066191;6;0
3078032;6;0
3069528;3;0
3063054;4;0
3063054;2;1
3067937;2;1
3067937;9;0
3093619;1;1
3084293;4;0
3059146;3;0
3060440;2;1
3085267;7;1
3085268;7;1
3071014;3;0
3064987;7;0
3068997;4;0
3068997;7;0
3089061;1;0
3077217;4;0
3092692;4;0
3055280;3;0
3059373;1;0
3091171;5;1
3069083;5;0
3077714;2;1
3069084;6;0
3095031;1;1
3089339;2;1
3069085;6;0
3086822;2;1
3092483;9;0
3069084;1;0
3051401;2;1
3073173;6;0
3088123;10;0
3057267;4;0
3065034;9;0
3083114;3;0
3075977;4;0
3069086;3;0
3083019;7;0
3069086;7;1
3081494;7;1
3085463;2;1
3089163;1;0
3086073;3;0
3095818;3;0
3074101;2;1
3060068;3;0
3060679;5;1
3073168;3;0
3073168;9;0
3080770;7;0
3065542;3;0
3065542;2;1
3071647;10;0
3090703;2;1
3090703;3;0
3050812;3;0
3067323;4;0
3069103;3;0
3064120;3;0
3059307;6;0
3096123;3;0
3064122;7;0
3060125;2;1
3090752;3;0
3094756;6;0
3056456;3;0
3079747;3;0
3079747;10;0
3066698;3;0
3068896;7;1
3091438;2;1
3064771;3;0
3089356;3;0
3083968;4;0
3089409;1;0
3069041;2;1
3062284;1;1
3062284;5;0
3071166;6;0
3078296;3;0
3078293;6;0
3078293;3;0
3089654;3;0
3062284;1;1
3064524;1;0
3064524;4;0
3071166;4;0
3087066;4;0
3072788;6;0
3091761;4;0
3083966;2;1
3054548;1;0
3083689;2;1
3076896;4;0
3052202;10;0
3087942;3;0
3087942;4;0
3084901;2;1
3058223;3;0
3066773;4;0
3095286;5;0
3095286;1;0
3076622;4;0
3077934;3;0
3092401;11;0
3056479;4;0
3063418;4;0
3060525;4;0
3096134;4;0
3072651;2;1
3051630;3;0
3050769;1;0
3091760;3;0
3074870;5;0
3068696;2;1
3055140;3;0
3050769;6;0
3081301;4;0
3064374;4;0
3092752;3;0
3092752;4;0
3080386;3;0
3080386;7;1
3068898;7;1
3068898;4;0
3072059;4;0
3060015;7;1
3087531;9;0
3055462;4;0
3082460;2;1
3067450;1;0
3062310;3;0
3062310;1;0
3084061;6;0
3093429;4;0
3065734;6;0
3085870;1;0
3054441;2;1
3059370;3;0
3061152;9;0
3093034;3;0
3078812;6;0
3078812;3;0
3095804;3;0
3095804;4;0
3068918;4;0
3068918;3;0
3068464;2;1
3064746;7;1
3089932;5;0
3063489;4;0
3086296;1;0
3080920;3;0
3068092;4;0
3080920;4;0
3083927;6;0
3095411;3;0
3095411;4;0
3091461;7;0
3073881;2;1
3096150;9;0
3084290;1;0
3092002;2;1
3066251;3;0
3073881;4;0
3080252;3;0
3093329;5;0
3081390;4;0
3082545;2;1
3085500;7;0
3067492;3;0
3077485;3;0
3078826;4;0
3082117;3;0
3096413;1;0
3082117;10;0
3093426;2;1
3087532;1;0
3089878;3;0
3089878;4;0
3071737;3;0
3064253;9;0
3060193;4;0
3070596;4;0
3060193;1;0
3070596;1;0
3054091;4;0
3088034;3;0
3076449;3;0
3063794;6;0
3063794;1;0
3092534;1;0
3088632;2;1
3071598;4;0
3064545;3;0
3064317;4;0
3064314;4;0
3094525;4;0
3091419;3;0
3091146;7;0
3083315;1;0
3068704;2;1
3081496;1;0
3081496;11;0
3062328;9;1
3055598;4;0
3074109;1;0
2851273;10;1
2851189;3;0
2847568;1;0
2847568;1;0
2857096;7;1
2862309;3;0
2850510;1;0
2875266;4;0
2845075;3;0
2868631;10;0
2868631;4;0
2843826;3;0
2844015;3;0
2852205;3;0
2861694;3;0
2861694;5;0
2871858;1;0
2866683;4;0
2865207;3;0
2858070;10;0
2858070;7;0
2862860;7;0
2854381;5;1
2861305;10;0
2848197;1;0
2848197;4;0
2849771;2;1
2861303;2;1
2861304;2;1
2866670;3;0
2846442;1;0
2850745;3;0
2849486;7;0
2849486;4;0
2870258;9;0
2842245;9;0
2854808;2;1
2837057;6;0
2861127;5;0
2876995;4;0
2878968;5;0
2848885;1;1
2871004;3;0
2875466;4;0
2848975;3;0
2867400;10;0
2867400;2;1
2882437;7;0
2866008;4;0
2865620;7;1
2859533;2;1
2837633;4;0
2846195;4;0
2846195;10;0
2846195;7;1
2835457;2;1
2837985;6;0
2866229;3;0
2856373;8;0
2865316;7;0
2847409;10;0
2871001;3;0
2855233;2;1
2840621;3;0
2865316;3;0
2856373;1;0
2853145;4;0
2873846;9;0
2836398;3;0
2852202;1;1
2854170;4;0
2839953;3;0
2839953;4;0
2840622;1;0
2879657;2;1
2879657;3;0
2853335;4;0
2866097;8;0
2846920;3;0
2867399;2;1
2840620;7;0
2846454;7;1
2837879;7;1
2860210;10;0
2881657;6;0
2839895;1;1
2853782;4;0
2853782;2;1
2854588;4;0
2862286;2;1
2846990;1;1
2846990;4;0
2874848;1;0
2835719;10;0
2847783;7;1
2847783;3;0
2875885;4;0
2835926;3;0
2857031;1;0
2846992;4;0
2872400;1;0
2878509;6;0
2869798;3;0
2851077;1;1
2841245;1;0
2861059;2;1
2856780;3;0
2841245;4;0
2868629;4;0
2845259;3;0
2838125;3;0
2846849;4;0
2844927;10;0
2835650;7;1
2835650;3;0
2853049;10;0
2850197;4;0
2846488;3;0
2849656;1;0
2849656;3;0
2843141;4;0
2841078;3;0
2864603;2;1
2864603;4;0
2863412;3;0
2879966;9;0
2878457;10;0
2854821;3;0
2854821;2;1
2849389;3;0
2854669;7;1
2841901;2;1
2873693;3;0
2840130;3;0
2847609;4;0
2840130;5;0
2864920;4;0
2840961;1;1
2840961;3;0
2868610;5;1
2863428;10;0
2863428;3;0
2866585;7;0
2873164;9;0
2875159;4;0
2865785;3;0
2865785;1;0
2835326;3;0
2863419;2;1
2835418;2;1
2854208;2;1
2857587;9;0
2836575;4;0
2856859;8;0
2881178;10;0
2853659;4;0
2876304;7;0
2844400;2;1
2844400;7;0
2873839;7;0
2880681;1;0
2858289;3;0
2852360;3;0
2852360;1;0
2860540;4;0
2860540;1;0
2856577;6;0
2856090;4;0
2858180;4;0
2875596;2;1
2842041;1;0
2842041;4;0
2855281;5;1
2861537;5;1
2844463;1;0
2864328;6;0
2843240;7;0
2858775;1;0
2873055;3;0
2866432;1;0
2881480;3;0
2841503;2;1
2855761;6;0
2841499;4;0
2855761;11;0
2869609;4;0
2871258;10;0
2844196;3;0
2844196;10;0
2844196;4;0
2878136;1;0
2848720;3;0
2845160;3;0
2872193;9;0
2873389;7;1
2857013;3;0
2858215;2;1
2858358;3;0
2836744;11;0
2835671;4;0
2879614;4;0
2842272;1;0
2842272;3;0
2842272;2;0
2860123;2;0
2845817;2;1
2835836;2;1
2857059;7;0
2881406;7;0
2871492;6;0
2839955;3;0
2872627;1;0
2882738;5;0
2865215;6;0
2864054;6;0
2864054;3;0
2879430;2;1
2877435;4;0
2842271;1;0
2873444;7;0
2873433;2;1
2855620;3;0
2873433;3;0
2882035;5;0
2873433;4;0
2871959;3;0
2872295;3;0
2854392;2;1
2848798;2;1
2847202;1;0
2839125;1;1
2843023;1;0
2878114;7;1
2847094;3;0
2873008;1;1
2847202;4;0
2866490;2;1
2839125;3;0
2844700;4;0
2845120;3;0
2855154;10;0
2881050;2;1
2880046;4;0
2846407;9;0
2846407;2;1
